jurisdiction,year,ipcc_code,iea_code,Product,tax_rate_incl_ex_clcu,ets_price_clcu,ets_2_price_clcu,tax_curr_code,ets_curr_code,ets_2_curr_code,tax_rate_incl_ex_usd,ets_price_usd,ets_2_price_usd,tax_rate_incl_ex_kusd,ets_price_kusd,ets_2_price_kusd,tax_curr_x_rate,ets_curr_x_rate,ets_2_curr_x_rate
Finland,1989,0,,,,,,,,,,,,,,,,,
Finland,1989,1,,,,,,,,,,,,,,,,,
Finland,1989,1A,ABFLOW001,Coal,,,,,,,,,,,,,,,
Finland,1989,1A,ABFLOW001,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A,ABFLOW001,Oil,,,,,,,,,,,,,,,
Finland,1989,1A1,,Coal,,,,,,,,,,,,,,,
Finland,1989,1A1,,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A1,,Oil,,,,,,,,,,,,,,,
Finland,1989,1A1A,ABFLOW002,Coal,,,,,,,,,,,,,,,
Finland,1989,1A1A,ABFLOW002,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A1A,ABFLOW002,Oil,,,,,,,,,,,,,,,
Finland,1989,1A1A1,ABFLOW003,Coal,,,,,,,,,,,,,,,
Finland,1989,1A1A1,ABFLOW003,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A1A1,ABFLOW003,Oil,,,,,,,,,,,,,,,
Finland,1989,1A1A2,ABFLOW004,Coal,,,,,,,,,,,,,,,
Finland,1989,1A1A2,ABFLOW004,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A1A2,ABFLOW004,Oil,,,,,,,,,,,,,,,
Finland,1989,1A1A3,ABFLOW005,Coal,,,,,,,,,,,,,,,
Finland,1989,1A1A3,ABFLOW005,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A1A3,ABFLOW005,Oil,,,,,,,,,,,,,,,
Finland,1989,1A1B,ABFLOW011,Coal,,,,,,,,,,,,,,,
Finland,1989,1A1B,ABFLOW011,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A1B,ABFLOW011,Oil,,,,,,,,,,,,,,,
Finland,1989,1A1C,ABFLOW011,Coal,,,,,,,,,,,,,,,
Finland,1989,1A1C,ABFLOW011,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A1C,ABFLOW011,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2,ABFLOW012,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2,ABFLOW012,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2,ABFLOW012,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2A,ABFLOW016,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2A,ABFLOW016,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2A,ABFLOW016,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2B,ABFLOW018,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2B,ABFLOW018,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2B,ABFLOW018,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2C,ABFLOW017,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2C,ABFLOW017,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2C,ABFLOW017,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2D,ABFLOW023,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2D,ABFLOW023,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2D,ABFLOW023,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2E,ABFLOW022,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2E,ABFLOW022,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2E,ABFLOW022,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2F,ABFLOW019,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2F,ABFLOW019,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2F,ABFLOW019,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2G,ABFLOW020,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2G,ABFLOW020,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2G,ABFLOW020,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2H,ABFLOW021,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2H,ABFLOW021,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2H,ABFLOW021,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2I,ABFLOW013,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2I,ABFLOW013,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2I,ABFLOW013,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2J,ABFLOW024,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2J,ABFLOW024,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2J,ABFLOW024,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2K,ABFLOW014,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2K,ABFLOW014,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2K,ABFLOW014,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2L,ABFLOW025,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2L,ABFLOW025,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2L,ABFLOW025,Oil,,,,,,,,,,,,,,,
Finland,1989,1A2M,ABFLOW026,Coal,,,,,,,,,,,,,,,
Finland,1989,1A2M,ABFLOW026,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A2M,ABFLOW026,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3,ABFLOW027,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3,ABFLOW027,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3,ABFLOW027,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3A,,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3A,,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3A,,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3A1,ABFLOW040,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3A1,ABFLOW040,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3A1,ABFLOW040,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3A2,ABFLOW029,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3A2,ABFLOW029,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3A2,ABFLOW029,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3B,ABFLOW028,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3B,ABFLOW028,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3B,ABFLOW028,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3C,ABFLOW030,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3C,ABFLOW030,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3C,ABFLOW030,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3D,,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3D,,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3D,,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3D1,ABFLOW039,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3D1,ABFLOW039,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3D1,ABFLOW039,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3D2,ABFLOW032,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3D2,ABFLOW032,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3D2,ABFLOW032,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3E,,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3E,,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3E,,Oil,,,,,,,,,,,,,,,
Finland,1989,1A3E1,ABFLOW033,Coal,,,,,,,,,,,,,,,
Finland,1989,1A3E1,ABFLOW033,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A3E1,ABFLOW033,Oil,,,,,,,,,,,,,,,
Finland,1989,1A4,,Coal,,,,,,,,,,,,,,,
Finland,1989,1A4,,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A4,,Oil,,,,,,,,,,,,,,,
Finland,1989,1A4A,ABFLOW035,Coal,,,,,,,,,,,,,,,
Finland,1989,1A4A,ABFLOW035,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A4A,ABFLOW035,Oil,,,,,,,,,,,,,,,
Finland,1989,1A4B,ABFLOW034,Coal,,,,,,,,,,,,,,,
Finland,1989,1A4B,ABFLOW034,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A4B,ABFLOW034,Oil,,,,,,,,,,,,,,,
Finland,1989,1A4C,,Coal,,,,,,,,,,,,,,,
Finland,1989,1A4C,,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A4C,,Oil,,,,,,,,,,,,,,,
Finland,1989,1A4C1,ABFLOW036,Coal,,,,,,,,,,,,,,,
Finland,1989,1A4C1,ABFLOW036,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A4C1,ABFLOW036,Oil,,,,,,,,,,,,,,,
Finland,1989,1A4C2,ABFLOW037,Coal,,,,,,,,,,,,,,,
Finland,1989,1A4C2,ABFLOW037,Natural gas,,,,,,,,,,,,,,,
Finland,1989,1A4C2,ABFLOW037,Oil,,,,,,,,,,,,,,,
Finland,1989,1A4C3,,Coal,,,,,,,,,,,,,,,
