jurisdiction,year,ipcc_code,iea_code,Product,tax_rate_incl_ex_clcu,ets_price_clcu,ets_2_price_clcu,tax_curr_code,ets_curr_code,ets_2_curr_code,tax_rate_incl_ex_usd,ets_price_usd,ets_2_price_usd,tax_rate_incl_ex_kusd,ets_price_kusd,ets_2_price_kusd,tax_curr_x_rate,ets_curr_x_rate,ets_2_curr_x_rate
Denmark,1989,0,,,,,,,,,,,,,,,,,
Denmark,1989,1,,,,,,,,,,,,,,,,,
Denmark,1989,1A,ABFLOW001,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A,ABFLOW001,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A,ABFLOW001,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A1,,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A1,,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A1,,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A1A,ABFLOW002,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A1A,ABFLOW002,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A1A,ABFLOW002,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A1A1,ABFLOW003,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A1A1,ABFLOW003,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A1A1,ABFLOW003,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A1A2,ABFLOW004,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A1A2,ABFLOW004,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A1A2,ABFLOW004,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A1A3,ABFLOW005,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A1A3,ABFLOW005,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A1A3,ABFLOW005,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A1B,ABFLOW011,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A1B,ABFLOW011,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A1B,ABFLOW011,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A1C,ABFLOW011,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A1C,ABFLOW011,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A1C,ABFLOW011,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2,ABFLOW012,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2,ABFLOW012,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2,ABFLOW012,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2A,ABFLOW016,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2A,ABFLOW016,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2A,ABFLOW016,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2B,ABFLOW018,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2B,ABFLOW018,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2B,ABFLOW018,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2C,ABFLOW017,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2C,ABFLOW017,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2C,ABFLOW017,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2D,ABFLOW023,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2D,ABFLOW023,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2D,ABFLOW023,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2E,ABFLOW022,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2E,ABFLOW022,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2E,ABFLOW022,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2F,ABFLOW019,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2F,ABFLOW019,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2F,ABFLOW019,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2G,ABFLOW020,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2G,ABFLOW020,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2G,ABFLOW020,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2H,ABFLOW021,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2H,ABFLOW021,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2H,ABFLOW021,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2I,ABFLOW013,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2I,ABFLOW013,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2I,ABFLOW013,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2J,ABFLOW024,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2J,ABFLOW024,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2J,ABFLOW024,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2K,ABFLOW014,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2K,ABFLOW014,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2K,ABFLOW014,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2L,ABFLOW025,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2L,ABFLOW025,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2L,ABFLOW025,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A2M,ABFLOW026,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A2M,ABFLOW026,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A2M,ABFLOW026,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3,ABFLOW027,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3,ABFLOW027,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3,ABFLOW027,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3A,,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3A,,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3A,,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3A1,ABFLOW040,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3A1,ABFLOW040,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3A1,ABFLOW040,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3A2,ABFLOW029,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3A2,ABFLOW029,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3A2,ABFLOW029,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3B,ABFLOW028,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3B,ABFLOW028,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3B,ABFLOW028,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3C,ABFLOW030,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3C,ABFLOW030,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3C,ABFLOW030,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3D,,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3D,,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3D,,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3D1,ABFLOW039,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3D1,ABFLOW039,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3D1,ABFLOW039,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3D2,ABFLOW032,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3D2,ABFLOW032,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3D2,ABFLOW032,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3E,,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3E,,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3E,,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A3E1,ABFLOW033,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A3E1,ABFLOW033,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A3E1,ABFLOW033,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A4,,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A4,,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A4,,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A4A,ABFLOW035,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A4A,ABFLOW035,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A4A,ABFLOW035,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A4B,ABFLOW034,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A4B,ABFLOW034,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A4B,ABFLOW034,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A4C,,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A4C,,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A4C,,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A4C1,ABFLOW036,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A4C1,ABFLOW036,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A4C1,ABFLOW036,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A4C2,ABFLOW037,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A4C2,ABFLOW037,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A4C2,ABFLOW037,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A4C3,,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A4C3,,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A4C3,,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A5,ABFLOW038,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A5,ABFLOW038,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A5,ABFLOW038,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A5A,,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A5A,,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A5A,,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A5B,,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A5B,,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A5B,,Oil,,,,,,,,,,,,,,,
Denmark,1989,1A5C,,Coal,,,,,,,,,,,,,,,
Denmark,1989,1A5C,,Natural gas,,,,,,,,,,,,,,,
Denmark,1989,1A5C,,Oil,,,,,,,,,,,,,,,
Denmark,1989,1B,,,,,,,,,,,,,,,,,
Denmark,1989,1B1,,,,,,,,,,,,,,,,,
Denmark,1989,1B1A,,,,,,,,,,,,,,,,,
Denmark,1989,1B1A1,,,,,,,,,,,,,,,,,
Denmark,1989,1B1A11,,,,,,,,,,,,,,,,,
Denmark,1989,1B1A12,,,,,,,,,,,,,,,,,
Denmark,1989,1B1A13,,,,,,,,,,,,,,,,,
Denmark,1989,1B1A14,,,,,,,,,,,,,,,,,
Denmark,1989,1B1A2,,,,,,,,,,,,,,,,,
Denmark,1989,1B1A21,,,,,,,,,,,,,,,,,
Denmark,1989,1B1A22,,,,,,,,,,,,,,,,,
Denmark,1989,1B1B,,,,,,,,,,,,,,,,,
Denmark,1989,1B2,,,,,,,,,,,,,,,,,
Denmark,1989,1B2A,,,,,,,,,,,,,,,,,
Denmark,1989,1B2A1,,,,,,,,,,,,,,,,,
Denmark,1989,1B2A2,,,,,,,,,,,,,,,,,
Denmark,1989,1B2A3,,,,,,,,,,,,,,,,,
Denmark,1989,1B2A31,,,,,,,,,,,,,,,,,
Denmark,1989,1B2A32,,,,,,,,,,,,,,,,,
Denmark,1989,1B2A33,,,,,,,,,,,,,,,,,
Denmark,1989,1B2A34,,,,,,,,,,,,,,,,,
Denmark,1989,1B2A35,,,,,,,,,,,,,,,,,
Denmark,1989,1B2A36,,,,,,,,,,,,,,,,,
Denmark,1989,1B2B,,,,,,,,,,,,,,,,,
Denmark,1989,1B2B1,,,,,,,,,,,,,,,,,
Denmark,1989,1B2B2,,,,,,,,,,,,,,,,,
Denmark,1989,1B2B3,,,,,,,,,,,,,,,,,
Denmark,1989,1B2B31,,,,,,,,,,,,,,,,,
Denmark,1989,1B2B32,,,,,,,,,,,,,,,,,
Denmark,1989,1B2B33,,,,,,,,,,,,,,,,,
Denmark,1989,1B2B34,,,,,,,,,,,,,,,,,
Denmark,1989,1B2B35,,,,,,,,,,,,,,,,,
Denmark,1989,1B2B36,,,,,,,,,,,,,,,,,
Denmark,1989,1B3,,,,,,,,,,,,,,,,,
Denmark,1989,1C,,,,,,,,,,,,,,,,,
Denmark,1989,1C1,,,,,,,,,,,,,,,,,
Denmark,1989,1C1A,,,,,,,,,,,,,,,,,
Denmark,1989,1C1B,,,,,,,,,,,,,,,,,
Denmark,1989,1C1C,,,,,,,,,,,,,,,,,
Denmark,1989,1C2,,,,,,,,,,,,,,,,,
Denmark,1989,1C2A,,,,,,,,,,,,,,,,,
Denmark,1989,1C2B,,,,,,,,,,,,,,,,,
Denmark,1989,1C3,,,,,,,,,,,,,,,,,
Denmark,1989,2,,,,,,,,,,,,,,,,,
Denmark,1989,20,,,,,,,,,,,,,,,,,
Denmark,1989,200,,,,,,,,,,,,,,,,,
Denmark,1989,2000,,,,,,,,,,,,,,,,,
Denmark,1989,20000,,,,,,,,,,,,,,,,,
Denmark,1989,200000,,,,,,,,,,,,,,,,,
Denmark,1989,2A,,,,,,,,,,,,,,,,,
Denmark,1989,2A1,,,,,,,,,,,,,,,,,
Denmark,1989,2A2,,,,,,,,,,,,,,,,,
Denmark,1989,2A3,,,,,,,,,,,,,,,,,
Denmark,1989,2A4,,,,,,,,,,,,,,,,,
Denmark,1989,2A4A,,,,,,,,,,,,,,,,,
Denmark,1989,2A4B,,,,,,,,,,,,,,,,,
Denmark,1989,2A4C,,,,,,,,,,,,,,,,,
Denmark,1989,2A4D,,,,,,,,,,,,,,,,,
Denmark,1989,2B,,,,,,,,,,,,,,,,,
Denmark,1989,2B1,,,,,,,,,,,,,,,,,
Denmark,1989,2B10,,,,,,,,,,,,,,,,,
Denmark,1989,2B2,,,,,,,,,,,,,,,,,
Denmark,1989,2B3,,,,,,,,,,,,,,,,,
Denmark,1989,2B4,,,,,,,,,,,,,,,,,
Denmark,1989,2B5,,,,,,,,,,,,,,,,,
Denmark,1989,2B6,,,,,,,,,,,,,,,,,
Denmark,1989,2B7,,,,,,,,,,,,,,,,,
Denmark,1989,2B8,,,,,,,,,,,,,,,,,
Denmark,1989,2B8A,,,,,,,,,,,,,,,,,
Denmark,1989,2B8B,,,,,,,,,,,,,,,,,
Denmark,1989,2B8C,,,,,,,,,,,,,,,,,
Denmark,1989,2B8D,,,,,,,,,,,,,,,,,
Denmark,1989,2B8E,,,,,,,,,,,,,,,,,
Denmark,1989,2B8F,,,,,,,,,,,,,,,,,
Denmark,1989,2B9,,,,,,,,,,,,,,,,,
Denmark,1989,2B9A,,,,,,,,,,,,,,,,,
Denmark,1989,2B9B,,,,,,,,,,,,,,,,,
Denmark,1989,2C,,,,,,,,,,,,,,,,,
Denmark,1989,2C1,,,,,,,,,,,,,,,,,
Denmark,1989,2C2,,,,,,,,,,,,,,,,,
Denmark,1989,2C3,,,,,,,,,,,,,,,,,
Denmark,1989,2C4,,,,,,,,,,,,,,,,,
Denmark,1989,2C5,,,,,,,,,,,,,,,,,
Denmark,1989,2C6,,,,,,,,,,,,,,,,,
Denmark,1989,2C7,,,,,,,,,,,,,,,,,
Denmark,1989,2D,,,,,,,,,,,,,,,,,
Denmark,1989,2D1,,,,,,,,,,,,,,,,,
Denmark,1989,2D2,,,,,,,,,,,,,,,,,
Denmark,1989,2D3,,,,,,,,,,,,,,,,,
Denmark,1989,2D4,,,,,,,,,,,,,,,,,
Denmark,1989,2E,,,,,,,,,,,,,,,,,
Denmark,1989,2F,,,,,,,,,,,,,,,,,
Denmark,1989,2F1,,,,,,,,,,,,,,,,,
Denmark,1989,2F2,,,,,,,,,,,,,,,,,
Denmark,1989,2F3,,,,,,,,,,,,,,,,,
Denmark,1989,2F4,,,,,,,,,,,,,,,,,
Denmark,1989,2F5,,,,,,,,,,,,,,,,,
Denmark,1989,2F6,,,,,,,,,,,,,,,,,
Denmark,1989,2G,,,,,,,,,,,,,,,,,
Denmark,1989,2G1,,,,,,,,,,,,,,,,,
Denmark,1989,2G2,,,,,,,,,,,,,,,,,
Denmark,1989,2G3,,,,,,,,,,,,,,,,,
Denmark,1989,2G4,,,,,,,,,,,,,,,,,
Denmark,1989,2H,,,,,,,,,,,,,,,,,
Denmark,1989,2H1,,,,,,,,,,,,,,,,,
Denmark,1989,2H2,,,,,,,,,,,,,,,,,
Denmark,1989,2H3,,,,,,,,,,,,,,,,,
Denmark,1989,3,,,,,,,,,,,,,,,,,
Denmark,1989,3A,,,,,,,,,,,,,,,,,
Denmark,1989,3A1,,,,,,,,,,,,,,,,,
Denmark,1989,3A2,,,,,,,,,,,,,,,,,
Denmark,1989,3B,,,,,,,,,,,,,,,,,
Denmark,1989,3B1,,,,,,,,,,,,,,,,,
Denmark,1989,3B1A,,,,,,,,,,,,,,,,,
Denmark,1989,3B1B,,,,,,,,,,,,,,,,,
Denmark,1989,3B2,,,,,,,,,,,,,,,,,
Denmark,1989,3B2A,,,,,,,,,,,,,,,,,
Denmark,1989,3B2B,,,,,,,,,,,,,,,,,
Denmark,1989,3B3,,,,,,,,,,,,,,,,,
Denmark,1989,3B3A,,,,,,,,,,,,,,,,,
Denmark,1989,3B3B,,,,,,,,,,,,,,,,,
Denmark,1989,3B4,,,,,,,,,,,,,,,,,
Denmark,1989,3B4A,,,,,,,,,,,,,,,,,
Denmark,1989,3B4B,,,,,,,,,,,,,,,,,
Denmark,1989,3B5,,,,,,,,,,,,,,,,,
Denmark,1989,3B5A,,,,,,,,,,,,,,,,,
Denmark,1989,3B5B,,,,,,,,,,,,,,,,,
Denmark,1989,3B6,,,,,,,,,,,,,,,,,
Denmark,1989,3B6A,,,,,,,,,,,,,,,,,
Denmark,1989,3B6B,,,,,,,,,,,,,,,,,
Denmark,1989,3B6B1,,,,,,,,,,,,,,,,,
Denmark,1989,3B6B2,,,,,,,,,,,,,,,,,
Denmark,1989,3B6B3,,,,,,,,,,,,,,,,,
Denmark,1989,3B6B4,,,,,,,,,,,,,,,,,
Denmark,1989,3B6B5,,,,,,,,,,,,,,,,,
Denmark,1989,3C,,,,,,,,,,,,,,,,,
Denmark,1989,3C1,,,,,,,,,,,,,,,,,
Denmark,1989,3C2,,,,,,,,,,,,,,,,,
Denmark,1989,3C3,,,,,,,,,,,,,,,,,
Denmark,1989,3C4,,,,,,,,,,,,,,,,,
Denmark,1989,3C5,,,,,,,,,,,,,,,,,
Denmark,1989,3C6,,,,,,,,,,,,,,,,,
Denmark,1989,3C7,,,,,,,,,,,,,,,,,
Denmark,1989,3C8,,,,,,,,,,,,,,,,,
Denmark,1989,3D,,,,,,,,,,,,,,,,,
Denmark,1989,3D1,,,,,,,,,,,,,,,,,
Denmark,1989,3D2,,,,,,,,,,,,,,,,,
Denmark,1989,4,,,,,,,,,,,,,,,,,
Denmark,1989,4A,,,,,,,,,,,,,,,,,
Denmark,1989,4A1,,,,,,,,,,,,,,,,,
Denmark,1989,4A2,,,,,,,,,,,,,,,,,
Denmark,1989,4A3,,,,,,,,,,,,,,,,,
