jurisdiction,year,ipcc_code,iea_code,Product,tax_rate_incl_ex_clcu,ets_price_clcu,ets_2_price_clcu,tax_curr_code,ets_curr_code,ets_2_curr_code,tax_rate_incl_ex_usd,ets_price_usd,ets_2_price_usd,tax_rate_incl_ex_kusd,ets_price_kusd,ets_2_price_kusd,tax_curr_x_rate,ets_curr_x_rate,ets_2_curr_x_rate
United Kingdom,1989,0,,,,,,,,,,,,,,,,,
United Kingdom,1989,1,,,,,,,,,,,,,,,,,
United Kingdom,1989,1A,ABFLOW001,Coal,,,,,,,,,,,,,,,
United Kingdom,1989,1A,ABFLOW001,Natural gas,,,,,,,,,,,,,,,
United Kingdom,1989,1A,ABFLOW001,Oil,,,,,,,,,,,,,,,
United Kingdom,1989,1A1,,Coal,,,,,,,,,,,,,,,
United Kingdom,1989,1A1,,Natural gas,,,,,,,,,,,,,,,
United Kingdom,1989,1A1,,Oil,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A,ABFLOW002,Coal,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A,ABFLOW002,Natural gas,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A,ABFLOW002,Oil,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A1,ABFLOW003,Coal,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A1,ABFLOW003,Natural gas,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A1,ABFLOW003,Oil,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A2,ABFLOW004,Coal,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A2,ABFLOW004,Natural gas,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A2,ABFLOW004,Oil,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A3,ABFLOW005,Coal,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A3,ABFLOW005,Natural gas,,,,,,,,,,,,,,,
United Kingdom,1989,1A1A3,ABFLOW005,Oil,,,,,,,,,,,,,,,
United Kingdom,1989,1A1B,ABFLOW011,Coal,,,,,,,,,,,,,,,
United Kingdom,1989,1A1B,ABFLOW011,Natural gas,,,,,,,,,,,,,,,
United Kingdom,1989,1A1B,ABFLOW011,Oil,,,,,,,,,,,,,,,
United Kingdom,1989,1A1C,ABFLOW011,Coal,,,,,,,,,,,,,,,
United Kingdom,1989,1A1C,ABFLOW011,Natural gas,,,,,,,,,,,,,,,
United Kingdom,1989,1A1C,ABFLOW011,Oil,,,,,,,,,,,,,,,
